"","Rotación","Edad","Viaje de Negocios","Departamento","Distancia_Casa","Educación","Campo_Educación","Satisfacción_Ambiental","Genero","Cargo","Indicador de Satisfación_Laboral","Estado_Civil","Ingreso_Mensual","Numero de Trabajos_Anteriores","Horas_Extra","Porcentaje_aumento_salarial","Rendimiento_Laboral","Numero de Años_Experiencia","Numero de Capacitaciones","Equilibrio_Trabajo_Vida","Numero años en Antigüedad_Cargo","Numero de Años_ultima_promoción","Numero de Años_acargo_con_mismo_jefe"
"174","No",10950,"No_Viaja","IyD",9,3,"Salud",3,"M","Tecnico_Laboratorio",1,"Divorciado",3072,1,"No",11,3,12,4,3,9,6,10
"175","No",16425,"Raramente","Ventas",4,2,"Ciencias",3,"F","Ejecutivo_Ventas",1,"Divorciado",5006,4,"Si",11,3,9,3,4,4,0,3
"176","No",20440,"Raramente","IyD",8,3,"Ciencias",3,"F","Investigador_Cientifico",1,"Divorciado",4257,4,"Si",18,3,19,3,3,2,2,2
"177","No",12045,"Raramente","IyD",2,3,"Ciencias",3,"M","Investigador_Cientifico",4,"Soltero",2500,0,"No",14,3,4,2,4,1,0,2
"178","Si",6935,"Raramente","IyD",2,3,"Ciencias",2,"M","Tecnico_Laboratorio",4,"Soltero",1102,1,"No",22,4,1,3,2,0,1,0
"179","No",16790,"Raramente","Ventas",1,2,"Mercadeo",2,"F","Ejecutivo_Ventas",1,"Divorciado",10453,1,"No",25,4,24,2,3,13,15,7
"180","No",13870,"Raramente","IyD",9,2,"Ciencias",3,"F","Tecnico_Laboratorio",4,"Soltero",2288,1,"No",12,3,2,3,3,2,2,1
"181","No",11315,"Raramente","IyD",12,1,"Salud",3,"F","Investigador_Cientifico",4,"Casado",3929,8,"Si",23,4,7,0,3,2,0,2
"182","No",12410,"Raramente","IyD",27,2,"Salud",4,"F","Investigador_Cientifico",2,"Soltero",2311,2,"No",15,3,9,3,3,2,1,2
"183","Si",14965,"Raramente","Ventas",20,2,"Mercadeo",2,"F","Representante_Ventas",2,"Soltero",3140,1,"Si",22,4,4,5,2,3,0,2
"184","No",18250,"Raramente","IyD",1,3,"Salud",3,"M","Tecnico_Laboratorio",3,"Casado",3690,2,"No",15,3,5,2,2,2,0,2
"185","No",19345,"Raramente","IyD",13,2,"Salud",4,"F","Director_Manofactura",1,"Divorciado",4450,1,"No",11,3,5,3,3,2,1,3
"186","No",12045,"Raramente","IyD",14,3,"Salud",4,"F","Investigador_Cientifico",2,"Casado",2756,1,"No",13,3,8,5,3,7,1,6
"187","No",14600,"Raramente","IyD",4,1,"Salud",4,"F","Gerente",3,"Casado",19033,1,"No",14,3,21,2,3,8,9,9
"188","No",20075,"Raramente","IyD",14,4,"Salud",3,"M","Director_Investigación",2,"Soltero",18722,8,"No",11,3,36,3,3,15,2,15
"189","No",12410,"Frecuentemente","IyD",2,1,"Ciencias",4,"M","Director_Manofactura",3,"Casado",9547,1,"No",17,3,10,2,2,9,1,9
"190","No",18615,"Raramente","IyD",3,3,"Salud",4,"F","Representante_Salud",2,"Soltero",13734,3,"No",18,3,21,6,3,7,1,0
"191","No",18980,"Raramente","IyD",1,4,"Ciencias",3,"M","Gerente",3,"Casado",19999,0,"No",14,3,34,5,3,18,11,9
"192","No",9855,"Raramente","IyD",9,3,"Salud",4,"F","Investigador_Cientifico",2,"Soltero",2279,1,"No",16,3,7,2,2,7,0,3
"193","Si",12775,"Raramente","IyD",23,2,"Ciencias",2,"M","Director_Manofactura",3,"Casado",5916,3,"Si",13,3,8,1,3,0,0,1
"194","No",15695,"No_Viaja","IyD",7,3,"Salud",4,"M","Investigador_Cientifico",4,"Divorciado",2089,4,"No",14,3,7,3,4,4,2,2
"195","No",16425,"No_Viaja","IyD",2,2,"Salud",1,"M","Gerente",4,"Casado",16792,9,"No",23,4,22,1,3,8,11,8
"196","No",13505,"Raramente","IyD",21,3,"Ciencias",2,"M","Investigador_Cientifico",1,"Casado",3564,1,"Si",12,3,8,3,2,7,1,7
"197","No",12775,"Frecuentemente","IyD",2,3,"Salud",2,"F","Tecnico_Laboratorio",2,"Soltero",4425,5,"No",11,3,10,5,3,2,1,2
"198","No",15330,"No_Viaja","IyD",21,2,"Salud",3,"F","Director_Manofactura",3,"Divorciado",5265,2,"No",16,3,11,5,3,3,0,2
"199","No",13870,"Raramente","IyD",2,4,"Ciencias",4,"M","Director_Manofactura",3,"Casado",6553,9,"No",14,3,14,3,3,0,0,0
"200","No",13870,"Raramente","IyD",29,3,"Tecnicos",4,"M","Director_Manofactura",4,"Casado",6261,3,"No",18,3,9,3,1,7,1,7
"201","No",9855,"Frecuentemente","IyD",1,1,"Tecnicos",3,"M","Director_Manofactura",1,"Casado",4298,5,"No",19,3,6,1,3,2,2,0
"202","No",17885,"No_Viaja","IyD",18,4,"Ciencias",4,"M","Director_Manofactura",4,"Divorciado",6804,1,"Si",15,3,7,0,3,7,1,7
"203","No",12410,"Frecuentemente","IyD",10,4,"Salud",4,"M","Investigador_Cientifico",3,"Divorciado",3815,1,"Si",17,3,5,4,4,3,2,0
"204","No",14600,"Raramente","IyD",19,2,"Salud",3,"M","Tecnico_Laboratorio",4,"Casado",2741,8,"Si",15,3,15,2,4,2,3,7
"205","Si",13870,"Raramente","IyD",29,1,"Salud",2,"M","Representante_Salud",1,"Casado",6673,7,"Si",19,3,17,2,3,0,0,0
"206","Si",10585,"Raramente","Ventas",27,3,"Mercadeo",2,"F","Ejecutivo_Ventas",4,"Casado",7639,1,"No",22,4,10,3,2,4,1,9
"207","No",8030,"Raramente","IyD",5,3,"Ciencias",4,"M","Investigador_Cientifico",2,"Divorciado",2328,1,"Si",16,3,4,2,2,2,2,2
"208","No",13140,"Frecuentemente","IyD",18,1,"Salud",2,"F","Tecnico_Laboratorio",4,"Soltero",2153,1,"No",13,3,8,2,3,1,1,7
"209","No",14600,"No_Viaja","IyD",9,5,"Ciencias",4,"M","Representante_Salud",4,"Casado",4876,9,"No",14,3,5,5,1,2,0,2
"210","No",16790,"Raramente","IyD",1,4,"Salud",4,"M","Representante_Salud",1,"Divorciado",9396,7,"No",16,3,17,3,3,2,0,3
"211","Si",11680,"Raramente","Ventas",4,4,"Salud",4,"M","Ejecutivo_Ventas",4,"Casado",10400,1,"No",11,3,14,2,2,8,9,8
"212","No",10950,"No_Viaja","IyD",1,1,"Ciencias",3,"M","Director_Manofactura",3,"Soltero",8474,1,"No",22,4,12,2,3,8,5,8
"213","No",9855,"Frecuentemente","Ventas",20,3,"Ciencias",4,"F","Ejecutivo_Ventas",3,"Soltero",9981,1,"No",14,3,7,2,3,7,0,7
"214","No",18615,"Raramente","IyD",8,4,"Ciencias",2,"M","Director_Investigación",2,"Casado",12490,5,"No",16,3,16,5,1,9,4,7
"215","Si",10950,"Raramente","IyD",3,3,"Tecnicos",4,"F","Investigador_Cientifico",1,"Soltero",2657,5,"Si",11,3,8,5,3,2,0,4
"216","No",14965,"Raramente","Ventas",6,3,"Ciencias",4,"F","Gerente",4,"Soltero",13591,3,"Si",18,3,16,3,3,0,0,0
"217","Si",10950,"Frecuentemente","Ventas",26,4,"Mercadeo",3,"F","Ejecutivo_Ventas",1,"Soltero",6696,5,"No",15,3,9,5,2,3,0,1
"218","Si",10585,"Raramente","IyD",1,3,"Tecnicos",3,"M","Investigador_Cientifico",3,"Soltero",2058,0,"No",14,3,7,1,2,2,1,5
"219","No",16425,"No_Viaja","Ventas",6,3,"Salud",4,"F","Ejecutivo_Ventas",4,"Soltero",8865,6,"No",12,3,23,2,3,7,12,8
"220","No",19710,"Raramente","Ventas",3,3,"Mercadeo",4,"F","Ejecutivo_Ventas",1,"Casado",5940,2,"No",14,3,16,4,3,2,0,5
"221","No",13140,"Raramente","IyD",5,2,"Ciencias",4,"M","Tecnico_Laboratorio",2,"Soltero",5914,8,"No",16,3,16,3,4,11,3,7
"222","No",12045,"Raramente","IyD",4,4,"Salud",3,"F","Investigador_Cientifico",2,"Casado",2622,6,"No",21,4,7,3,3,2,1,1
"223","No",13505,"Frecuentemente","IyD",11,3,"Otra",2,"M","Director_Investigación",4,"Divorciado",12185,1,"Si",14,3,10,1,3,8,0,7
"224","No",13870,"Raramente","Ventas",3,3,"Ciencias",1,"M","Ejecutivo_Ventas",3,"Divorciado",10609,0,"No",12,3,17,6,2,10,5,13
"225","No",11315,"No_Viaja","IyD",1,4,"Salud",3,"M","Director_Manofactura",3,"Casado",4345,0,"No",12,3,6,2,3,4,1,4
"226","No",21535,"Raramente","IyD",3,3,"Ciencias",3,"M","Investigador_Cientifico",4,"Casado",2177,3,"No",17,3,7,6,3,0,0,0
"227","No",13505,"Frecuentemente","Ventas",4,4,"Mercadeo",1,"M","Representante_Ventas",4,"Divorciado",2793,4,"No",17,3,13,2,3,8,5,8
"228","No",10585,"Frecuentemente","Ventas",1,1,"Salud",2,"F","Ejecutivo_Ventas",4,"Casado",7918,1,"No",14,3,11,5,3,10,4,1
"229","No",12775,"Frecuentemente","Ventas",1,3,"Mercadeo",3,"F","Ejecutivo_Ventas",3,"Soltero",8789,1,"No",14,3,10,3,4,7,0,8
"230","Si",10585,"Raramente","IyD",18,1,"Salud",3,"M","Investigador_Cientifico",4,"Soltero",2389,1,"Si",13,3,4,3,2,3,0,1
"231","No",18980,"Raramente","IyD",2,3,"Ciencias",3,"F","Tecnico_Laboratorio",4,"Soltero",3212,7,"No",15,3,6,3,2,2,2,2
"232","No",15330,"Raramente","IyD",4,2,"Tecnicos",3,"M","Gerente",4,"Casado",19232,1,"No",11,3,22,3,3,17,11,15
"233","No",21535,"Raramente","RH",6,2,"Salud",2,"M","Recursos_Humanos",3,"Casado",2267,8,"No",17,3,7,2,2,2,2,2
"234","No",18250,"Raramente","Ventas",1,4,"Salud",4,"F","Gerente",4,"Divorciado",19517,3,"No",11,3,32,3,2,0,0,6
"235","Si",12045,"Raramente","IyD",14,3,"Salud",3,"M","Tecnico_Laboratorio",4,"Casado",2436,5,"Si",13,3,8,2,1,4,0,4
"236","No",15695,"Raramente","Ventas",16,3,"Mercadeo",4,"F","Gerente",4,"Casado",16064,5,"Si",22,4,22,3,3,13,1,9
"237","Si",12045,"Raramente","IyD",2,2,"Ciencias",1,"F","Tecnico_Laboratorio",1,"Casado",2707,7,"No",20,4,13,3,4,7,1,7
"238","No",18980,"No_Viaja","Ventas",2,4,"Ciencias",1,"M","Gerente",3,"Soltero",19068,1,"Si",18,3,33,2,4,7,15,12
"239","No",11680,"Raramente","Ventas",4,2,"Ciencias",3,"F","Representante_Ventas",2,"Casado",3931,2,"No",11,3,6,5,3,3,1,2
"240","Si",11680,"Raramente","IyD",1,3,"Ciencias",4,"M","Tecnico_Laboratorio",3,"Soltero",3730,0,"Si",14,3,4,2,1,2,1,2
"241","No",14235,"Raramente","IyD",1,4,"Salud",3,"F","Tecnico_Laboratorio",3,"Divorciado",2232,7,"No",14,3,7,1,3,2,1,2
"242","No",11680,"No_Viaja","Ventas",26,4,"Mercadeo",3,"M","Ejecutivo_Ventas",4,"Casado",4465,0,"No",18,3,4,2,3,2,2,2
"243","No",14965,"Raramente","IyD",19,2,"Ciencias",3,"M","Investigador_Cientifico",1,"Divorciado",3072,2,"No",16,3,17,2,2,0,0,0
"244","No",14600,"Raramente","IyD",24,2,"Tecnicos",1,"M","Investigador_Cientifico",4,"Divorciado",3319,1,"No",17,3,9,3,3,8,4,7
"245","No",16425,"Raramente","IyD",1,3,"Otra",3,"M","Gerente",4,"Casado",19202,0,"No",11,3,25,2,3,0,1,7
"246","No",11315,"Frecuentemente","IyD",3,4,"Salud",2,"M","Director_Investigación",3,"Divorciado",13675,9,"No",12,3,9,3,3,2,2,2
"247","No",12045,"Raramente","IyD",5,4,"Ciencias",3,"F","Investigador_Cientifico",4,"Casado",2911,1,"No",13,3,2,2,2,2,0,2
"248","No",12410,"Raramente","IyD",2,4,"Ciencias",4,"M","Director_Manofactura",1,"Casado",5957,6,"No",13,3,13,3,3,9,5,9
"249","No",13505,"Raramente","IyD",1,2,"Salud",3,"F","Investigador_Cientifico",1,"Casado",3920,2,"No",14,3,17,2,2,1,0,2
"250","No",16425,"Frecuentemente","IyD",7,4,"Ciencias",1,"M","Director_Manofactura",3,"Casado",6434,4,"No",17,3,9,1,3,2,0,2
"251","Si",13505,"Frecuentemente","IyD",10,3,"Salud",1,"M","Director_Manofactura",3,"Divorciado",10048,6,"No",11,3,17,5,3,0,0,0
"252","No",14235,"Frecuentemente","IyD",2,4,"Tecnicos",3,"F","Representante_Salud",3,"Soltero",10938,0,"No",25,4,20,1,3,6,11,8
"253","No",10585,"Raramente","IyD",15,3,"Ciencias",3,"M","Investigador_Cientifico",4,"Soltero",2340,1,"No",19,3,6,1,3,5,1,5
"254","No",15330,"Raramente","IyD",17,2,"Ciencias",4,"F","Investigador_Cientifico",1,"Soltero",6545,3,"Si",13,3,10,1,3,2,0,2
"255","No",10585,"Raramente","Ventas",20,2,"Mercadeo",4,"M","Ejecutivo_Ventas",4,"Divorciado",6931,2,"No",14,3,10,2,3,2,0,2
"256","No",9125,"Raramente","IyD",1,3,"Ciencias",1,"F","Director_Manofactura",3,"Casado",4898,0,"No",12,3,5,3,3,2,1,2
"257","No",15330,"Raramente","IyD",2,3,"Salud",4,"F","Tecnico_Laboratorio",1,"Divorciado",2593,0,"Si",11,3,10,4,3,6,7,8
"258","No",14600,"Raramente","IyD",2,2,"Salud",1,"M","Director_Investigación",3,"Divorciado",19436,0,"No",19,3,22,5,3,7,3,9
"259","No",18615,"Raramente","IyD",1,3,"Ciencias",3,"M","Investigador_Cientifico",4,"Casado",2723,1,"No",11,3,1,0,2,0,0,0
"260","Si",11315,"Frecuentemente","IyD",29,2,"Salud",3,"M","Tecnico_Laboratorio",2,"Soltero",3479,0,"No",11,3,6,2,4,4,1,4
"261","No",11680,"Frecuentemente","IyD",7,3,"Ciencias",2,"M","Tecnico_Laboratorio",2,"Casado",2794,1,"No",20,4,5,3,1,1,0,3
"262","No",13870,"No_Viaja","Ventas",2,2,"Ciencias",4,"M","Ejecutivo_Ventas",4,"Casado",5249,3,"No",18,3,13,0,3,7,7,5
"263","No",11680,"Raramente","IyD",2,1,"Tecnicos",4,"M","Tecnico_Laboratorio",1,"Soltero",2176,4,"No",13,3,9,5,3,2,0,4
"264","No",16790,"Raramente","Ventas",2,3,"Tecnicos",3,"F","Gerente",2,"Casado",16872,3,"Si",12,3,28,2,2,7,7,7
"265","Si",10220,"Raramente","IyD",2,4,"Ciencias",1,"M","Tecnico_Laboratorio",3,"Soltero",3485,2,"No",11,3,5,5,1,0,0,0
"266","No",10585,"Raramente","Ventas",2,3,"Salud",1,"M","Ejecutivo_Ventas",2,"Casado",6644,2,"No",19,3,10,2,3,0,0,0
"267","No",11315,"Raramente","IyD",23,3,"Salud",2,"M","Representante_Salud",4,"Casado",5582,0,"No",21,4,10,2,3,0,7,8
"268","No",9125,"No_Viaja","IyD",5,2,"Ciencias",2,"M","Representante_Salud",1,"Divorciado",4000,1,"No",12,3,6,2,3,3,1,5
"269","No",16425,"Raramente","IyD",20,2,"Salud",3,"M","Representante_Salud",4,"Casado",13496,0,"Si",14,3,21,2,3,7,4,10
"270","No",13140,"Raramente","IyD",6,3,"Ciencias",4,"M","Tecnico_Laboratorio",4,"Casado",3210,0,"No",11,3,16,4,3,13,10,11
"271","No",20075,"Raramente","IyD",1,3,"Salud",4,"M","Gerente",1,"Soltero",19045,0,"Si",14,3,37,2,3,10,4,13
"272","Si",17155,"No_Viaja","IyD",29,4,"Ciencias",1,"M","Gerente",2,"Casado",11849,1,"Si",12,3,10,2,2,7,9,9
"273","No",10220,"Raramente","IyD",9,3,"Salud",4,"M","Investigador_Cientifico",4,"Casado",2070,1,"No",23,4,5,3,2,2,0,4
"274","No",13505,"Raramente","Ventas",6,4,"Salud",3,"M","Ejecutivo_Ventas",4,"Casado",6502,4,"No",14,3,7,5,4,4,0,1
"275","No",7665,"Raramente","IyD",3,2,"Salud",4,"M","Investigador_Cientifico",3,"Soltero",3230,1,"No",17,3,3,4,4,2,1,0
"276","No",13505,"No_Viaja","IyD",1,4,"Salud",1,"F","Director_Investigación",4,"Divorciado",13603,2,"Si",18,3,15,2,3,2,0,2
"277","No",12775,"Raramente","IyD",22,3,"Ciencias",2,"F","Gerente",2,"Divorciado",11996,7,"No",18,3,10,6,2,7,6,2
"278","No",13870,"Raramente","Ventas",7,2,"Salud",1,"F","Ejecutivo_Ventas",1,"Divorciado",5605,1,"Si",24,4,8,3,3,0,7,7
"279","No",9490,"Frecuentemente","IyD",1,3,"Ciencias",3,"F","Director_Manofactura",2,"Divorciado",6397,1,"No",20,4,6,6,1,5,1,4
"280","No",18250,"Raramente","IyD",4,1,"Ciencias",1,"M","Director_Investigación",2,"Divorciado",19144,3,"No",14,3,28,4,2,4,1,6
"281","No",19345,"Raramente","IyD",3,4,"Salud",3,"M","Director_Investigación",3,"Casado",17584,3,"Si",16,3,21,5,2,3,1,3
"282","No",15330,"Raramente","Ventas",1,1,"Ciencias",2,"M","Ejecutivo_Ventas",3,"Casado",4907,1,"No",25,4,20,3,3,16,11,6
"283","No",10585,"Frecuentemente","Ventas",2,2,"Ciencias",2,"M","Ejecutivo_Ventas",4,"Soltero",4554,1,"No",18,3,10,3,2,7,0,9
"284","No",20075,"Raramente","IyD",20,2,"Tecnicos",2,"M","Tecnico_Laboratorio",4,"Casado",5415,3,"Si",19,3,12,4,3,7,0,8
"285","No",9490,"Frecuentemente","IyD",11,2,"Salud",1,"M","Representante_Salud",1,"Casado",4741,1,"Si",13,3,5,3,3,3,3,3
"286","No",13505,"Raramente","IyD",1,3,"Ciencias",4,"F","Investigador_Cientifico",4,"Soltero",2115,1,"No",12,3,17,3,3,12,5,7
"287","Si",16060,"Frecuentemente","IyD",24,3,"Ciencias",4,"M","Tecnico_Laboratorio",3,"Divorciado",3161,3,"Si",22,4,19,0,1,0,0,0
"288","No",13870,"Raramente","IyD",23,4,"Ciencias",4,"M","Representante_Salud",4,"Divorciado",5745,9,"No",14,3,10,2,3,2,1,2
"289","Si",9490,"Raramente","IyD",16,4,"Salud",1,"M","Tecnico_Laboratorio",2,"Divorciado",2373,2,"Si",13,3,5,2,3,2,0,2
"290","No",10220,"Raramente","IyD",8,2,"Ciencias",4,"F","Investigador_Cientifico",4,"Soltero",3310,1,"No",21,4,5,3,3,3,0,2
"291","No",17885,"Frecuentemente","IyD",10,4,"Ciencias",3,"F","Director_Investigación",1,"Soltero",18665,9,"Si",11,3,22,4,3,2,1,2
"292","No",13140,"Raramente","IyD",3,3,"Tecnicos",3,"M","Investigador_Cientifico",2,"Soltero",4485,4,"No",12,3,10,2,3,0,7,7
"293","No",11315,"Frecuentemente","Ventas",5,3,"Mercadeo",4,"F","Representante_Ventas",2,"Divorciado",2789,1,"No",11,3,2,5,2,2,2,2
"294","Si",9490,"Raramente","Ventas",4,4,"Mercadeo",4,"M","Ejecutivo_Ventas",4,"Soltero",5828,1,"Si",12,3,8,0,3,7,7,4
"295","No",13505,"Frecuentemente","IyD",9,3,"Salud",2,"M","Investigador_Cientifico",4,"Casado",2326,1,"Si",12,3,4,3,2,2,1,2
"296","No",15330,"Frecuentemente","Ventas",26,3,"Mercadeo",3,"F","Ejecutivo_Ventas",2,"Casado",13525,5,"No",14,3,23,2,4,4,4,8
"297","Si",6570,"Raramente","IyD",3,3,"Ciencias",3,"M","Tecnico_Laboratorio",3,"Soltero",1420,1,"No",13,3,0,2,3,0,0,0
"298","No",12775,"Raramente","Ventas",16,3,"Mercadeo",3,"M","Ejecutivo_Ventas",2,"Casado",8020,0,"No",15,3,12,3,2,9,6,9
"299","No",13140,"Frecuentemente","IyD",18,4,"Ciencias",3,"M","Tecnico_Laboratorio",4,"Casado",3688,4,"No",18,3,4,2,3,0,0,0
"300","No",18615,"Raramente","IyD",2,3,"Salud",4,"M","Director_Manofactura",2,"Divorciado",5482,5,"No",18,3,13,3,3,1,1,2
"301","No",14965,"Raramente","Ventas",2,4,"Ciencias",4,"M","Gerente",2,"Soltero",16015,1,"No",19,3,22,2,3,10,0,4
"302","No",6570,"Raramente","Ventas",10,3,"Salud",4,"F","Representante_Ventas",3,"Soltero",1200,1,"No",12,3,0,2,3,0,0,0
"303","No",10220,"Raramente","IyD",16,2,"Salud",2,"M","Representante_Salud",1,"Soltero",5661,0,"No",19,3,9,2,3,3,0,7
"304","No",11315,"Raramente","Ventas",7,3,"Tecnicos",2,"M","Ejecutivo_Ventas",4,"Casado",6929,4,"No",11,3,10,3,2,7,7,7
"305","No",14235,"Raramente","IyD",1,3,"Salud",3,"M","Representante_Salud",4,"Divorciado",9613,0,"No",17,3,19,5,2,10,3,7
"306","No",13140,"No_Viaja","IyD",24,4,"Ciencias",2,"F","Tecnico_Laboratorio",2,"Casado",5674,7,"No",15,3,11,3,3,8,0,8
"307","No",11680,"Raramente","Ventas",7,3,"Ciencias",4,"M","Ejecutivo_Ventas",3,"Casado",5484,1,"No",14,3,13,3,2,8,4,8
"308","No",13870,"Raramente","IyD",25,2,"Ciencias",1,"F","Director_Investigación",2,"Casado",12061,3,"No",17,3,19,2,3,8,0,1
"309","No",21170,"No_Viaja","IyD",1,4,"Ciencias",4,"M","Representante_Salud",3,"Divorciado",5660,2,"Si",13,3,12,2,3,3,1,2
"310","No",11315,"Raramente","IyD",5,4,"Tecnicos",3,"M","Investigador_Cientifico",4,"Casado",4821,0,"Si",12,3,6,4,3,2,0,3
"311","No",11315,"Raramente","RH",2,3,"Humanidades",1,"M","Recursos_Humanos",1,"Casado",6410,3,"No",12,3,9,1,3,2,1,0
"312","No",16425,"Frecuentemente","IyD",7,3,"Ciencias",1,"M","Tecnico_Laboratorio",1,"Divorciado",5210,1,"No",18,3,24,2,3,9,9,11
"313","No",11315,"Raramente","IyD",2,4,"Ciencias",3,"M","Investigador_Cientifico",4,"Divorciado",2695,0,"Si",18,3,3,2,1,2,2,2
"314","No",12045,"Frecuentemente","IyD",5,4,"Ciencias",4,"F","Gerente",2,"Casado",11878,6,"No",11,3,12,2,3,6,8,8
"315","No",14235,"Raramente","IyD",10,1,"Salud",3,"M","Gerente",1,"Casado",17068,1,"Si",14,3,21,3,3,9,11,10
"316","No",15695,"Frecuentemente","IyD",10,4,"Ciencias",3,"F","Tecnico_Laboratorio",4,"Soltero",2455,0,"No",19,3,9,5,3,7,1,7
"317","No",17885,"Raramente","IyD",1,2,"Tecnicos",3,"F","Representante_Salud",3,"Soltero",13964,7,"Si",12,3,25,2,3,1,0,7
"318","Si",18980,"Raramente","IyD",8,4,"Salud",3,"M","Investigador_Cientifico",2,"Casado",4941,2,"No",15,3,11,3,2,2,7,7
"319","No",9855,"Raramente","IyD",5,3,"Ciencias",3,"F","Investigador_Cientifico",2,"Soltero",2478,1,"Si",12,3,4,2,2,3,1,2
"320","No",11680,"Raramente","Ventas",8,2,"Tecnicos",3,"F","Ejecutivo_Ventas",2,"Casado",5228,1,"Si",11,3,13,2,3,12,11,9
"321","No",9855,"Raramente","Ventas",2,3,"Ciencias",4,"M","Ejecutivo_Ventas",3,"Soltero",4478,1,"Si",11,3,5,3,3,4,0,4
"322","No",11315,"Raramente","Ventas",7,3,"Mercadeo",4,"M","Ejecutivo_Ventas",4,"Divorciado",7547,4,"No",12,3,13,3,3,7,1,7
"323","No",11680,"Raramente","IyD",2,4,"Salud",1,"F","Investigador_Cientifico",4,"Soltero",5055,7,"No",16,3,10,0,2,7,0,7
"324","Si",10220,"Raramente","IyD",2,4,"Salud",1,"M","Investigador_Cientifico",4,"Casado",3464,5,"Si",13,3,5,4,2,2,2,2
"325","No",10950,"Raramente","IyD",28,2,"Salud",4,"F","Investigador_Cientifico",4,"Casado",5775,1,"No",13,3,11,2,3,8,1,9
"326","No",11315,"Frecuentemente","IyD",7,2,"Ciencias",3,"F","Director_Manofactura",3,"Casado",8943,1,"No",24,4,10,2,3,9,8,9
"327","No",14235,"Frecuentemente","IyD",7,2,"Salud",3,"M","Gerente",4,"Casado",19272,1,"No",15,3,21,2,3,9,13,3
"328","Si",14235,"Raramente","Ventas",3,2,"Salud",4,"F","Ejecutivo_Ventas",3,"Casado",5238,4,"Si",18,3,12,3,2,0,0,0
"329","No",12045,"Frecuentemente","Ventas",10,3,"Mercadeo",2,"M","Ejecutivo_Ventas",4,"Soltero",4682,3,"No",14,3,9,6,2,7,0,1
"330","No",17155,"Raramente","IyD",5,5,"Ciencias",4,"M","Director_Investigación",3,"Casado",18300,4,"No",11,3,21,2,3,2,1,1
"331","No",15695,"Frecuentemente","IyD",10,4,"Ciencias",3,"F","Tecnico_Laboratorio",3,"Divorciado",5257,1,"No",11,3,9,3,4,7,0,0
"332","No",9855,"No_Viaja","Ventas",1,1,"Mercadeo",3,"M","Ejecutivo_Ventas",2,"Casado",6349,0,"Si",13,3,6,0,3,4,1,4
"333","No",19710,"Frecuentemente","IyD",20,4,"Ciencias",4,"F","Investigador_Cientifico",3,"Soltero",4869,3,"No",12,3,20,4,2,3,0,3
"334","No",15695,"Raramente","IyD",7,3,"Ciencias",3,"F","Representante_Salud",1,"Casado",9985,8,"No",16,3,10,1,2,0,0,0
"335","No",16425,"Raramente","IyD",8,4,"Otra",4,"M","Investigador_Cientifico",4,"Casado",3697,9,"No",14,3,12,3,3,9,9,8
"336","No",14600,"Raramente","Ventas",1,2,"Salud",2,"M","Ejecutivo_Ventas",4,"Casado",7457,2,"Si",22,4,6,2,2,3,0,2
"337","Si",10585,"Raramente","IyD",8,4,"Otra",2,"M","Tecnico_Laboratorio",1,"Casado",2119,1,"Si",11,3,7,4,2,7,0,7
"338","No",10585,"Raramente","IyD",9,5,"Otra",2,"M","Tecnico_Laboratorio",4,"Soltero",3983,0,"No",17,3,4,2,3,2,2,2
"339","No",10950,"Raramente","Ventas",5,3,"Mercadeo",4,"F","Ejecutivo_Ventas",3,"Divorciado",6118,1,"No",13,3,10,2,3,9,1,2
"340","No",9855,"Raramente","Ventas",8,4,"Mercadeo",2,"F","Ejecutivo_Ventas",2,"Casado",6214,1,"No",18,3,8,3,3,7,0,7
"341","No",13505,"Raramente","IyD",5,2,"Salud",4,"M","Director_Manofactura",4,"Divorciado",6347,7,"No",16,3,8,2,2,2,0,4
"342","No",13870,"Raramente","IyD",15,2,"Ciencias",3,"M","Director_Investigación",4,"Divorciado",11510,0,"Si",14,3,12,3,3,10,2,9
"343","No",11315,"Raramente","IyD",7,4,"Salud",3,"F","Director_Manofactura",4,"Soltero",7143,1,"Si",14,3,11,2,2,9,4,10
"344","No",10585,"Raramente","Ventas",10,1,"Mercadeo",4,"F","Ejecutivo_Ventas",2,"Divorciado",8268,1,"Si",14,3,7,2,3,7,1,7
"345","No",12775,"Raramente","IyD",5,4,"Tecnicos",3,"M","Director_Manofactura",2,"Soltero",8095,0,"No",13,3,17,5,3,6,0,13
"346","No",8395,"Raramente","IyD",26,1,"Ciencias",3,"M","Investigador_Cientifico",4,"Divorciado",2904,1,"No",12,3,4,2,2,2,0,2
"347","No",14965,"Raramente","IyD",6,3,"Salud",4,"M","Director_Manofactura",2,"Soltero",6032,6,"Si",15,3,8,3,3,4,1,2
"348","No",17155,"Frecuentemente","Ventas",4,1,"Salud",2,"M","Representante_Ventas",3,"Soltero",2976,3,"No",19,3,5,3,3,0,0,0
"349","No",15330,"Raramente","IyD",23,5,"Ciencias",1,"F","Director_Investigación",4,"Soltero",15992,2,"No",14,3,16,2,3,0,0,0
"350","No",10585,"No_Viaja","Ventas",2,3,"Ciencias",4,"M","Ejecutivo_Ventas",3,"Casado",4649,1,"No",14,3,4,3,2,3,0,2
"351","No",15330,"Raramente","RH",2,1,"Tecnicos",3,"M","Recursos_Humanos",3,"Divorciado",2696,0,"Si",11,3,4,5,3,2,1,0
